NOMBRE,CATEGORIA_TIPOLOGIA,DOMICILIO,LATITUD,LONGITUD
C.P.A. DOTI GINECOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 634,-32.894929,-68.844506
CARDIOLOGIA INFANTIL.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 661,-32.894925,-68.846444
O.S.M.A.T.A. CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,PASAJE PARDO 218,-32.8949071,-68.83729040000003
LABORATORIO ANALISIS CLINICOS DR. H. D. ECHARTE,Laboratorio de Análisis Clínicos,SUPERI 984,-32.89484917063066,-60.69594383239746
C.P.A. MARCH ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,PEDRO VARGAS 687,-32.894827,-68.842689
INSTITUTO DE REHABILITACION E INTEGRACION DEL DISCAPACITADO - GUAYMALLEN.-,Centro Rehabilitación motora,STORNI 309,-32.894808,-68.82302
C.P.A. PREDENTAL ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 688,-32.894788,-68.843261
PULSOS SERVICIOS MEDICOS.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN JUAN 752,-32.894777,-68.837794
C.P.A. FAN ESTETICA ODONTOLOGICA.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 661 PISO 6 LOCAL 4,-32.894745,-68.846906
C.P.A. LELLA ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BARTOLOMÉ MITRE 639,-32.894685,-68.845681
CLINICA KOTLIK OFTALMOLOGIA.-,Mediano riesgo con internación con cuidados especiales,SAN JUAN 761,-32.894626,-68.836927
DINAMIA TERAPIAS EN MOVIMIENTO.-,Centro Rehabilitación motora,PASO DE LOS ANDES 462,-32.894602,-68.859143
CONSULTORIOS MEDICOS DE LA COMUNIDAD (C.M.C.).-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 157,-32.8946004,-68.8425148
HOSPITAL DR. JUAN BAUTISTA ALBERDI,Bajo riesgo con internación simple,Av Puccio 575,-32.894593549314706,-60.690611600875854
HOSPITAL SANTA ISABEL DE HUNGRIA.-,Alto riesgo con terapia intensiva,CASTILLO P. 2854,-32.894542,-68.799905
C.P.A. SRN CENTRO ODONTOLOGICO INTEGRAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BARTOLOMÉ MITRE 660 PISO 2 LOCAL 16,-32.894531,-68.848647
FREDES CARDIOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 165,-32.894529,-68.842692
"C.P.A. MUSACCHIO, M. F. ODONTOLOGIA.-",Con atención médica diaria y con especialidades y/o otras profesiones,J. Y M. CLARK 591,-32.894528,-68.860468
"C.P.A. HERNANDEZ, D. CONSULTORIOS.-",Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 185 PISO 5 LOCAL 2,-32.894516,-68.842762
HOSPITAL PRIVADO - 1.-,Alto riesgo con terapia intensiva,AV. BARTOLOMÉ MITRE 667,-32.894479,-68.845632
CIPPI VACUNATORIO - CAPITAL - 1.-,Vacunatorios,AV. COLÓN 284,-32.894479,-68.844098
RADIOLOGIA SA.-,Diagnostico por Imágenes,9 DE JULIO 716 PLANTA BAJA Y PISO 1,-32.894463,-68.841815
RESIDENCIA CASA DE CAMPO.-,Vivienda para personas mayores,AV. BANDERA DE LOS ANDES 971,-32.894438,-68.821641
GERIATRICO VILLA HORTENSIA,Bajo riesgo con internación simple,SUPERI 794,-32.89442801441264,-60.69373905658722
CLINICA ARAUCARIA.-,Mediano riesgo con internación con cuidados especiales,AV. PERÚ 604,-32.894377,-68.849937
MEDICINA POR IMAGENES - 1.-,Diagnostico por Imágenes,"AV. COLÓN 352 LOCALES 13, 14 Y 15",-32.894371,-68.84514
LABORATORIO PUSIOL.-,Laboratorio de Análisis Clínicos,DON BOSCO 39,-32.894328,-68.839558
O.S.E.P. XELTAHUINA.-,Con atención médica diaria y con especialidades y/o otras profesiones,SALTA 877,-32.8943134,-68.8344439
MEDICINA POR IMAGENES - 2 - 351.-,Diagnostico por Imágenes,AV. COLÓN 351,-32.894298,-68.847375
GLOBAL CARE MENDOZA.-,Internación Domiciliaria,AV. COLÓN 185 PISO 7 LOCAL 1,-32.894281,-68.842699
OBRA SOCIAL DEL PERSONAL DE EMPRESAS DE LIMPIEZA SERVICIO Y MAESTRANZA - ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,DON BOSCO 325,-32.894272,-68.835808
ASISTIR SERVICIOS MEDICOS.-,Sistema de Atención extra hospitalaria,DON BOSCO 218,-32.894271,-68.837332
C.P.A. BENGOA ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,DON BOSCO 78,-32.894189,-68.838948
CLINICDERM HOSPITAL DE DIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,25 DE MAYO 664,-32.894182,-68.848485
CENTRO TERAPEUTICO INTEGRAL A.I.D.A.M.-,Centro educativo terapéutico,ZULOAGA M. A. 767,-32.894165,-68.835117
BOERO - VICTORIA CENTRO ODONTOLOGICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 430 PISO 3 LOCAL A,-32.894119,-68.846229
C.P.A. RUFFOLO TOCOGINECOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 430 PISO 7 LOCAL B,-32.894119,-68.846229
C.P.A. OLIVERO CONSULTORIO.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 430,-32.894119,-68.846229
PYMANDER SALUD.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. PERÚ 614,-32.89411,-68.849663
CENTRO RESPIRAR.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 12 PISO 1 LOCALES 7 Y 8,-32.894082,-68.842309
CLINICA OFTALMOLOGICA 25 DE MAYO.-,Con atención médica diaria y con especialidades y/o otras profesiones,25 DE MAYO 662,-32.894053,-68.851153
"C.P.A. HERNANDEZ, M. GINECOLOGIA.-",Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 430,-32.894049,-68.846238
C.P.A. GLOBAL DENT.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 14 PISO 2 LOCAL 2,-32.894025,-68.842781
CLINICA DEL PRADO.-,Mediano riesgo con internación con cuidados especiales,PEDRO B. PALACIOS 944,-32.893995,-68.832229
RADIOLOGIA ODONTOLOGICA MARRA.-,Diagnostico por Imágenes odontológicas,AV. COLÓN 351 PISO 2 LOCAL A,-32.893989,-68.845007
CAROSELLA CENTRO CARDIOLOGICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 12 PISO 2 LOCAL 8,-32.893932,-68.840557
CENTRO OPTICO CUYO.-,Óptica,DON BOSCO 73,-32.893932,-68.838955
SCHEJTER BIOQUIMICA.-,Laboratorio de Análisis Clínicos,PATRICIAS MENDOCINAS 724,-32.893928,-68.844343
C.P.A. CG ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 331 PISO 2 LOCAL 1,-32.893881,-68.847343
C.P.A. PUEBLA PSICOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 455 PISO 2 LOCAL 9,-32.893838,-68.846354
O.S.E.P. HOSPITAL ALEXANDER FLEMING.-,Alto riesgo con terapia intensiva especializada,AV. COLÓN 485,-32.893803,-68.846661
HOLEPAM LOS GIRASOLES II,Bajo riesgo con internación simple,Baigorria 2286,-32.8937624,-60.712229699999966
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DE LA ALIMENTACION DE MENDOZA.-,Con atención médica diaria y con especialidades y/o otras profesiones,PEDRO B. PALACIOS 974,-32.893757,-68.832489
C.P.A. CARENA MEDICINA CLINICA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 390,-32.893743,-68.845529
SIBCELAB BIOQUIMICA.-,Laboratorio de Análisis Clínicos,AV. BARTOLOMÉ MITRE 717 PISO 1 LOCALES 4 Y 5,-32.89371,-68.847422
FUNDACION SUEÑOS PENDIENTES.-,Centro educativo terapéutico,RIOJA 867,-32.893686,-68.83553
DHERMA SALUD.-,Otros,AV. ESPAÑA 780 PISO 3,-32.893686,-68.842978
"LANA, R. MEDICINA GENERAL.-",Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 780 PISO 2 LOCAL 2,-32.893684,-68.842917
CENTRO MEDIMAS.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 455,-32.893667,-68.848538
MAPFRE CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 134,-32.893657,-68.841984
C.P.A. RHESUS - 1.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 567,-32.893652,-68.847777
ASENSIO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,AV. COLÓN 638,-32.893623,-68.848738
UNION DE TRABAJADORES HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA ARGENTINA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BARTOLOMÉ MITRE 741,-32.893609,-68.84533
LABORATORIO ANALISIS CLINICOS DRA. M. D. AJO,Laboratorio de Análisis Clínicos,BAIGORRIA 2280,-32.893594,-60.712018
AFROMERVA KINESIOLOGIA.-,Centro Rehabilitación motora,LAS HERAS 441 ESQUINA VIAMONTE,-32.89358,-68.821121
DYTER CENTRO OFTALMOLOGICO QUIRURGICO.-,Con guardia permanente,AV. ESPAÑA 782,-32.893578,-68.842896
KOTLIK OFTALMOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,LA RIOJA 828,-32.893569,-68.836207
DE ROSAS ANATOMIA PATOLOGICA.-,Laboratorio de Anatomía patológica,SAN LORENZO 170,-32.8935586,-68.84239939999998
GALENO ASEGURADORA DE RIESGOS DEL TRABAJO.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 134,-32.893548,-68.841952
INSTITUTO DE CEREBRO Y COLUMNA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 567 PISO 2 LOCAL 1,-32.893538,-68.847775
DIAGNOSTICO SAN JUAN.-,Diagnostico por Imágenes,SAN JUAN 847,-32.893525,-68.839611
INSTITUTO P-015 MARIA MONTESSORI.-,Centro educativo terapéutico,GODOY CRUZ 3678,-32.893518,-68.791872
C.A.P.S. 010 NUEVA CIUDAD.-,Con atención médica diaria y con especialidades y/o otras profesiones,JUAN PRINGLES 2153,-32.893511,-68.807599
SISTEMA ASISTENCIAL NIÑEZ Y ADOLESCENCIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIOJA 873,-32.893483,-68.83608
LABORATORIO ANALISIS CLINICOS DRA. M. P. SALAS,Laboratorio de Análisis Clínicos,BAIGORRIA 1501,-32.8934792,-60.70214809999999
CLINICA FRANCESA - CAPITAL - 1.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 567,-32.89343,-68.847618
MUTUAL DEL PERSONAL DE AGUA Y ENERGIA (MU.P.A.YE.).-,Con atención médica diaria y con especialidades y/o otras profesiones,LA RIOJA 852,-32.893421,-68.836095
TORNELLO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,GODOY CRUZ 3466,-32.89341,-68.792845
SINFONIA OTOÑAL RESIDENCIA.-,Vivienda para personas mayores,SARGENTO CABRAL 368,-32.893382,-68.855945
MONTANARO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,AV. COLÓN 579,-32.893377,-68.847725
C.P.A. CARDIO COLON.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. COLÓN 567 EDIFICIO CANELA Y SOL PISO 2 LOCAL 4,-32.893372,-68.850301
I.O.S.F.A. - CENTRO MEDICO SANTA RITA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV SAN MARTÍN 856,-32.893327,-68.840082
CENTRO DE REPRODUCCION DEL OESTE.-,Mediano riesgo con internación con cuidados especiales,AV. COLÓN 569,-32.893316,-68.850288
AKROMEDICA MEDICINA LABORAL.-,Medicina Laboral,SALTA 958,-32.893286,-68.834618
FELIPETTA BIOQUIMICA.-,Laboratorio de Análisis Clínicos,SAN LORENZO 235,-32.893251,-68.843303
LABORATORIO ANALISIS CLINICOS DRA. M. J. SPOLETTI,Laboratorio de Análisis Clínicos,Freyre 665,-32.8932387,-60.691989000000035
CULASSO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,ALBERDI 446,-32.893237,-68.828542
GAZALI BIOQUIMICA.-,Laboratorio de Análisis Clínicos,LA RIOJA 888,-32.893221,-68.835998
CENTRO NEUROINFAN.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. PERÚ 756,-32.893219,-68.849217
OBRA SOCIAL TRABAJADORES ESTACIONES DE SERVICIO.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BANDERA DE LOS ANDES 234,-32.893205,-68.828893
O.S.E.P. HUNUC HUAR.-,Con atención médica diaria y con especialidades y/o otras profesiones,CHILE 768,-32.8930678,-68.84687350000002
C.P.A. MOSSO CARDIOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 371,-32.893001,-68.844877
ASOCIACION MUTUAL DE PROTECCION FAMILIAR.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ALEM 29,-32.893001,-68.839384
BUTTANI - MARTIN ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 444,-32.892973,-68.848359
"C.P.A. BIANCHI, H. ODONTOLOGIA.-",Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 412 PISO 1 LOCAL 4,-32.892971,-68.845611
C.P.A. MERLO ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,CHILE 776 PISO 2 LOCAL 15,-32.892968,-68.846833
INTEGRAFONO FONOAUDIOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,SALTA 990,-32.892936,-68.834681
CLINICA ESPERANZA CENTRO.-,Alto riesgo con terapia intensiva,L. N. ALEM 361,-32.892933,-68.835086
HOSPITAL PRIVADO - 3 - 812.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 812,-32.892908,-68.844185
CENTRO OFTALMOLOGICO DE CUYO - CAPITAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 812,-32.892908,-68.844185
FUNDACION DYTER.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ARÍSTIDES VILLANUEVA 180,-32.89288,-68.852646
AGUERO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,MONTEVIDEO 24,-32.892873,-68.840399
"C.P.A. ESCOBAR, E. BIOQUIMICA Y GINECOLOGIA.-",Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 476,-32.892869,-68.846301
INSTITUTO DE NEFROLOGIA Y HEMODIALISIS.-,Centro de Diálisis,25 de MAYO 760,-32.892862,-68.848074
PARAVANO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,25 DE MAYO 760,-32.892853,-68.848063
CAVALLO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,25 DE MAYO 770,-32.892813,-68.848045
CLINICA ROSSO.-,Mediano riesgo con internación con cuidados especiales,L. N. ALEM 20,-32.892808,-68.843952
CROCCO - PRONO CENTRO DE DIAGNOSTICO.-,Diagnostico por Imágenes,SAN LORENZO 433,-32.892774,-68.845868
GERIATRICO TIEMPO PRESENTE,Bajo riesgo con internación simple,GRANEL 2456,-32.89277377448885,-60.720901787281036
FURST NEUROLOGIA.-,Otros,AVENIDA ARISTIDES VILLANUEVA 121,-32.8927565,-68.8516257
HOSPITAL CENTRAL.-,Alto riesgo con terapia intensiva,L. N. ALEM 450 ESQUINA SALTA,-32.892743,-68.832961
PEREZ ARAUJO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,AV. ARÍSTIDES VILLANUEVA 127,-32.892741,-68.851597
CLINICA DE NARIZ GARGANTA Y OIDOS.-,Mediano riesgo con internación con cuidados especiales,SAN LORENZO 441,-32.892727,-68.845953
INSTITUTO DE DIAGNOSTICO UROLOGICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 524 PISO 1,-32.892725,-68.847054
INSTITUTO GINECOMAMARIO.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 536 PLANTA BAJA PISOS 1 Y 2,-32.892723,-68.847198
BRENER BIOQUIMICA.-,Laboratorio de Análisis Clínicos,PATRICIAS MENDOCINAS 851,-32.892717,-68.843768
MANUEL GUERRERO KINESIOLOGIA  Y FISIOTERAPIA.-,Centro Rehabilitación motora,VIAMONTE 350,-32.892715,-68.829551
C.P.A. GANEM PSICOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 866 PISO 5 LOCAL 58,-32.892711,-68.842713
GRUPO ANDINO DE ONCOLOGIA - CAPITAL.-,Mediano riesgo con internación con cuidados especiales,SAN LORENZO 546,-32.892705,-68.849725
HAIR RECOVERY MEDICINA CAPILAR.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 473,-32.892701,-68.846358
PROGRAMA DE ABLACION E IMPLANTES.-,Agencias-servicios gubernamentales,L. N. ALEM ESQUINA SALTA,-32.892685,-68.834414
CLINICA PLAZA ALBERDI,Bajo riesgo con internación simple,Freyre 440,-32.8926474,-60.68970680000001
SALUBER CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,L. N. ALEM 259,-32.892633,-68.83501
SANATORIO PLAZA ALBERDI,Con atención médica general por lo menos 3 días de la semana,FREYRE 440,-32.8926321,-60.689711399999965
INSTITUTO SANTA LUCIA CENTRO DE CIRUGIA OCULAR.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. VILLANUEVA ARÍSTIDES 153,-32.892596,-68.852519
"C.P.A. GONZALEZ, G. ODONTOLOGIA.-",Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 477,-32.892586,-68.846291
RESIDENCIA PRESTIGIO - 2 - 648.-,Bajo riesgo con internación simple,MARTÍNEZ DE ROZAS 648,-32.892549,-68.859618
CRUZ ROJA ARGENTINA FILIAL MENDOZA.-,Otros,SAN JUAN 938,-32.892535,-68.839518
HOLEPAM CLUB VITAL,Bajo riesgo con internación simple,AGRELO 2158,-32.8925197,-60.69154889999999
C.P.A. PRODA ODONTOLOGIA - CAPITAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SAN MARTÍN 924 PISO 1 LOCAL 5,-32.892498,-68.840049
GUERRERO INSTITUTO OFTALMOLOGICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEVIDEO 47,-32.892497,-68.840513
MENDOZA MEDICAL.-,Medicina Laboral,CARLOS PELLEGRINI 544 ESQUINA SAAVEDRA,-32.892476,-68.825552
CENTRO PLAZA VISION.-,Mediano riesgo con internación con cuidados especiales,MONTEVIDEO 230 PISO 1 LOCAL 3,-32.892424,-68.842913
GEA CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEVIDEO 230,-32.892424,-68.842913
TESLA DIAGNOSTICO POR IMAGENES.-,Diagnostico por Imágenes,PATRICIAS MENDOCINAS 877,-32.892419,-68.843859
CENTRO MEDICO GRUPO MEDICO PALAU - LEONE.-,Diagnostico por Imágenes,PATRICIAS MENDOCINAS 877 PISO 3,-32.892419,-68.843859
"OBRA SOCIAL DEL PERSONAL DE EMPRESAS DE LIMPIEZA, SERVICIOS Y MAESTRANZA.-",Con atención médica diaria y con especialidades y/o otras profesiones,MONTEVIDEO 270,-32.89239877911529,-68.84328782558441
DRES. PASSARDI.-,Diagnostico por Imágenes,SALTA 1014,-32.892389,-68.834628
TERRAZAS ALTA MEDICINA - 1.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 873,-32.892371,-68.843904
PREVENTUM MEDICINA LABORAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,PASO DE LOS ANDES 604,-32.892295,-68.85911
CENTRO ANDINO.-,Diagnostico por Imágenes,SALTA 1020,-32.892253,-68.834632
INSTITUTO MODELO DE ADELGAZAMIENTO.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN LORENZO 720,-32.892234,-68.849469
C.P.A. CONSULTORIOS BARRERAS - LARREA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BARTOLOMÉ MITRE 870 PISO 7 LOCAL 8,-32.892231,-68.846747
RESIDENCIA PARA MAYORES LA CASA GRANDE.-,Bajo riesgo con internación simple,TROPERO SOSA 697,-32.892228,-68.807851
LABORATORIO ANALISIS CLINICOS DRES. F. BUZETTI - G. DRAPPO Y H. MARTINEZ,Laboratorio de Análisis Clínicos,BAIGORRIA 953,-32.8922061,-60.69634389999999
C.P.A. RUGNONE MEDICINA CLINICA.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEVIDEO 209 PLANTA BAJA LOCAL 4,-32.892203,-68.844881
C.P.A. SINGMAN MEDICINA GENERAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,9 DE JULIO 928,-32.892198,-68.841211
CONSULTORIO OFTALMOLOGICO GLAUCOMA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 985 PISO 1 LOCAL D,-32.892167,-68.842657
C.P.A. BRAIONE ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,9 DE JULIO 928,-32.892158,-68.841203
CALMA CENTRO DE TRATAMIENTO DEL DOLOR.-,Otros,AV. BARTOLOMÉ MITRE 870 PISO 2 LOCAL 2,-32.892153,-68.845386
C.P.A. MANFREDI ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BARTOLOMÉ MITRE 870 PISO 1 LOCAL 5,-32.892153,-68.845386
C.P.A. DALBAGNI PSICOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BARTOLOMÉ MITRE 870 PISO 8 LOCAL 8,-32.892153,-68.845386
CENTRO ONCOLOGICO DE INTEGRACION REGIONAL - CAPITAL.-,Mediano riesgo con internación con cuidados especiales,MONTECASEROS 1020,-32.892083,-68.832159
CLINICA ANDINA DE UROLOGIA.-,Mediano riesgo con internación con cuidados especiales,CHILE 865,-32.892048,-68.850997
C.P.A. MEMA CONSULTORIOS.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAAVEDRA 678,-32.892045,-68.823162
TRENTACOSTE INSTITUTO DE DIAGNOSTICO POR IMAGENES.-,Diagnostico por Imágenes,MONTEVIDEO 466,-32.89203,-68.845932
"C.P.A. MULET, J. GINECO-OBSTETRICIA.-",Con atención médica diaria y con especialidades y/o otras profesiones,9 DE JULIO 951,-32.892021,-68.840928
C.P.A. CENTRO MEDICO CASTELLANO RODRIGUEZ.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 934 PLANTA BAJA LOCAL 7,-32.891981,-68.842478
NUTRI HOME INTERNACION DOMICILIARIA.-,Internación Domiciliaria,SAN JUAN 1004,-32.891909,-68.839559
HOLEPAM LOS GIRASOLES,Bajo riesgo con internación simple,MINTURN ZERVA 2505,-32.891846,-60.713554999999985
C.P.A. 1ER. CENTRO DE JUBILADOS Y PENSIONADOS DE LA SANIDAD.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIOJA 1019,-32.891845,-68.837781
CENTRO MEDICO BODY HOUSE.-,Otros,ARÍSTIDES VILLANUEVA 452,-32.891837,-68.857873
C.P.A. ABDALA ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SAN MARTÍN 988 PISO 5,-32.891828,-68.839981
C.P.A. ANGELONE PSICOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,9 DE JULIO 980,-32.891792,-68.841115
FIGUEROA NEUROLOGIA.-,Otros,AMIGORENA 66,-32.891763,-68.83872689999998
DA VINCI SALUD.-,Con atención médica diaria y con especialidades y/o otras profesiones,AMIGORENA 66 PISO 1,-32.891763,-68.838726
BIOGEN CENTRO.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIOJA 1033,-32.891721,-68.835544
C.P.A. PALOMO ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 62,-32.891704,-68.840495
"C.P.A. QUIROGA, H. CONSULTORIOS.-",Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 62,-32.891704,-68.840495
C.P.A. BLANDINI ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,9 DE JULIO 980,-32.891685,-68.841204
C.P.A. CONSULTORIOS 9 DE JULIO.-,Con atención médica diaria y con especialidades y/o otras profesiones,9 DE JULIO 980 PISO 7 LOCAL 1,-32.891675,-68.841228
FUNDACION ALTO DESARROLLO.-,Centro de salud mental,9 DE JULIO 980 PISO 7 LOCAL D,-32.89167,-68.843416
TE CUIDAMOS EN CASA.-,Internación Domiciliaria,RIVADAVIA 76 EDIFICIO DELSA PLANTA BAJA LOCAL D,-32.891669,-68.845286
MEDIMAS SISTEMA MUTUAL DE SALUD.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEVIDEO 453,-32.8916185,-68.8457401
CLINICA YOMA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BELGRANO 836,-32.89161,-68.850371
LABORATORIO CURI DE MONTBRUN.-,Laboratorio de Análisis Clínicos,AV. ARÍSTIDES VILLANUEVA 425,-32.891578,-68.857136
CENTRO MEDICO PARQUEFIELD,Con atención médica general por lo menos 3 días de la semana,CALLE 22 - PARQUE FIELD - 2520,-32.89156815297049,-60.71261215216509
C.P.A. CIMO - CENTRO INTEGRAL MEDICO ODONTOLOGICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,CRISTÓBAL COLÓN 850,-32.891563,-68.803586
SERMAN BIOQUIMICA.-,Laboratorio de Análisis Clínicos,AV. SAN MARTÍN 1010,-32.891514,-68.839752
OFTAR MENDOZA.-,Mediano riesgo con internación con cuidados especiales,MONTEVIDEO 513,-32.891491,-68.851221
C.P.A. NAZAR PSIQUIATRIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 122,-32.891465,-68.841451
"GIMENEZ, M. BIOQUIMICA.-",Laboratorio de Análisis Clínicos,RIVADAVIA 122 PLANTA BAJA LOCAL 15,-32.891462,-68.841341
C.P.A. INSTITUTO DE OJOS MANIERO.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 985 PISO 6 LOCAL C,-32.891452,-68.842191
CENTRO CREARSALUD.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. PERÚ 874 LOCAL 5,-32.891452,-68.84948
CENTRO REGIONAL DE HEMOTERAPIA.-,Bancos de Sangre,MONTECASEROS 1028 ESQUINA GARIBALDI,-32.891431,-68.831711
IBAÑEZ BIOQUIMICA.-,Laboratorio de Análisis Clínicos,AV. SAN MARTÍN 1010,-32.891422,-68.839819
INSTITUTO DE MEDICINA REPRODUCTIVA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA BELGRANO 854,-32.8914199,-68.8503172
CTRO. MED. OS SIND TRAB METALURGICOS,Sin atención médica en forma periódica (menor a 3 veces por semana),SAN JUAN 1051,-32.8914089,-68.83696399999997
DIRECCION DE ATENCION ADULTOS MAYORES.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 973,-32.891393,-68.843454
RESIDENCIA GERIATRICA EL RETOÑO,Bajo riesgo con internación simple,RAUL ALFONSIN 212,-32.8913873,-62.675349600000004
