NOMBRE,LATITUD,LONGITUD
POLICONSULTORIOS LANESU NEUROLOGIA Y SUEÑO,-31.5334673,-68.53336460000003
RESIDENCIA GERIATRICA QUERENCIA,-31.5334444,-68.53522222222222
C.P.A. CONSULTORIO ODONTOLOGICO CONSULTORIO DENTAL,-31.5334258,-68.4963242
CONSULTORIOS DE DERMATOLOGIA PRODERMA,-31.5334167,-68.5335394
POLICONSULTORIOS MERCEDARIO SALUD SAN JUAN,-31.5333889,-68.52041666666666
CONSULTORIOS ODONTOLOGICOS CLINICA DR RAUL MIÑANA,-31.5333611,-68.51725
C.P.A. CONSULTORIO ODONTOLOGICO MERLO,-31.5333611,-68.48536111111112
CLINICA DE REHABILITACION ABRIENDO CAMINOS,-31.5333312,-68.52943920000001
CONSULTORIOS MEDICOS DE PSIQUIATRIA Y PSICOLOGIA ROJO,-31.5333009,-68.51569319999999
LABORATORIO DE ANALISIS CLINICOS AMEGHINO,-31.5332785,-68.54729989999998
CONSULTORIO DE KINESIOLOGIA FIORE,-31.5331274,-68.53195619999997
OPTICA LRV,-31.5330874,-68.5248421
ESTIMULACION TEMPRANA Y CONSULTORIOS EXTERNOS CENTRO INTERDISCIPLINARIO DE LA INFANCIA CIDI,-31.533055,-68.53532799999999
CENTRO INTEGRAL DE TRASTORNOS ALIMENTARIOS CENTRO VITTA SRL,-31.53305039999999,-68.53051160000001
LABORATORIO DE GENETICA HUMANA,-31.5330278,-68.54788888888889
C.P.A. CONSULTORIO ODONTOLOGICO TORRES,-31.5329939,-68.51054190000002
INSTITUTO DE FLEBOLOGIA Y MEDICINA ESTETICA SOLEIL SPA,-31.5329464,-68.5335389
LABORATORIO DE ANATOMIA PATOLOGICA Y CITOPATOLOGIA DE FERNANDEZ,-31.532937,-68.52187100000003
C.P.A. CONSULTORIO ODONTOLOGICO RAMOS QUIROGA,-31.5328801,-68.4992713
RESIDENCIA PARA PERSONAS MAYORES VILLA SALUD CUIDAR,-31.5328611,-68.5175
RESIDENCIA PARA PERSONAS MAYORES MALLEO LODGE,-31.5328056,-68.53180555555555
CONSULTORIOS ODONTOLOGICOS HUUSMANN,-31.532771,-68.52315499999997
CENTRO EDUCATIVO TERAPEUTICO Y ATENCION TEMPRANA VIRGEN DEL VALLE,-31.53275,-68.5275
CLINICA ODONTOLOGICA O DENTHAL,-31.532746986897344,-68.53364823907785
C.P.A. CONSULTORIO ODONTOLOGICO VALDEZ,-31.5327142,-68.51053179999997
CONSULTORIOS MEDICOS Y LABORATORIO DE ANALISIS CLINICOS CASTILLA - MARTINEZ,-31.5326751,-68.52173729999998
POLICONSULTORIOS CONSULTORIOS ODONTOLOGICOS ROMERO MACHUCA,-31.5326667,-68.52894444444445
CENTRO DE FLEBOLOGIA,-31.5326389,-68.51619444444445
CONSULTORIOS MEDICOS ANTEQUEDA,-31.532328,-68.52915300000001
C.P.A.  CONSULTORIO ODONTOLOGICO RONALD PACHECO,-31.532286,-68.51384200000001
CENTRO MEDICO SEMEBI SRL,-31.53225,-68.51811111111111
POLICONSULTORIOS CLINICA SAN PATRICIO,-31.5322222,-68.52169444444445
INTERNACION DOMICILIARIA Y SISTEMA DE TRASLADO TERRESTRE GARDER SALUD ID SAS,-31.5320278,-68.53041666666667
CLINICA ANDINA DE NARIZ GARGANTA Y OIDOS,-31.531911,-68.51924500000001
CONSULTORIOS MEDICOS OESTE SALUD MEDICINA PRIVADA,-31.5318611,-68.52855555555556
POLICONSULTORIOS SANTA CLARA RED DE CLINICAS,-31.5318333,-68.55169444444444
CENTRO EDUCATIVO TERAPEUTICO Y CENTRO DE DIA PERTENECER,-31.5318056,-68.54777777777778
CONSULTORIOS MEDICOS DE ATEN AMBUL ESPECIAL EN CIR PLAST Y REPAR Y ESTETICA DEL PRADO ESTETICA,-31.5318056,-68.55166666666666
INSTITUTO NEFROTERAPEUTICO INTEGRAL INTI SRL,-31.53179209999999,-68.53061100000002
RESIDENCIA PARA ADULTOS MAYORES FLOR DE LIZ,-31.53175,-68.55891666666666
CENTRO DE DIA HOGAR ESCUELA APADIM,-31.5317222,-68.5496388888889
CENTRO EDUCATIVO TERAPEUTICO ESENCIAL,-31.5316944,-68.52586111111111
POLICONSULTORIOS SUEÑOS PENDIENTES,-31.5316667,-68.52552777777778
POLICONSULTORIOS CLINICA ALVEAR,-31.5316111,-68.54958333333333
CLINICA ODONTOLOGICA CABAÑA,-31.531585,-68.52423199999998
MANEN - CENTRO DE REHABILITACION E INTEGRACION ESCOLAR,-31.5314722,-68.53377777777777
POLICONSULTORIOS FUNDACION SUEÑOS PENDIENTES,-31.5314722,-68.52222222222223
CLINICA FUNDACION CENCOR,-31.5314614,-68.5216916
RESIDENCIA VALLESOL 25 DE MAYO,-31.5313333,-68.51722222222222
C.P.A. CONSULTORIO ODONTOLOGICO GORANSKY,-31.53129,-68.518414
CONSULTORIOS DE ATENCION MEDICA Y DE KINESIOLOGIA Y FISIOTERAPIA CASTILLA,-31.5312182,-68.56210039999996
HOGAR GERIATRICO VIRGEN DEL VALLE,-31.5311667,-68.5185
CONSULTORIO DE KINESIOLOGIA MONSERRAT,-31.5311149,-68.53484650000001
C.P.A.  CONSULTORIO DE PSICOLOGIA MONSERRAT,-31.5311149,-68.53484650000001
POLICONSULTORIOS CLINICA MODELO,-31.5308931,-68.52937910000003
CENTRO DE REHABILITACION SENDEROS DE SOL,-31.5308889,-68.52369444444444
INTERNACION DOMICILIARIA BORVO ID SAS,-31.5308056,-68.52947222222222
RESIDENCIA DE ADULTOS MAYORES VIVIR,-31.5308056,-68.52969444444444
CENTRO DE ATENCION AMBULATORIA PEDIATRICA 0 20,-31.530798,-68.55353500000001
CONSULTORIOS ODONTOLOGICOS SASTRIQUES,-31.5307551,-68.5276275
C.P.A. CONSULTORIO ODONTOLOGICO MUÑOZ LOPEZ,-31.5307426,-68.57442989999998
POLICONSULTORIOS CONSULTORIOS ODONTOLOGICOS IDENT,-31.5306944,-68.55702777777778
INTERNACION DOMICILIARIA Y SISTEMA DE TRASLADO SANITARIO TERRESTRE TERRA SALUD,-31.5306667,-68.51766666666667
CLINICA CON CONSULTORIOS MEDICOS Y ODONTOLOGICO DE OSSACRA,-31.5306528,-68.5192634
CONSULTORIOS MEDICOS OLIVA,-31.530538,-68.527941
RESONADOR MAGNETICO DE MEDICART CENTRO DE IMAGENES,-31.530531,-68.53724499999998
RESIDENCIA VALLESOL CASEROS,-31.5304722,-68.51794444444444
CONSULTORIOS ODONTOLOGICOS DE COBO,-31.530437,-68.52503999999999
POLICONSULTORIOS CLINICA MATER PURISSIMA,-31.5303889,-68.51638888888888
LABORATORIO DE INVESTIGACION FORENSE,-31.5303731,-68.59395460000002
POLICONSULTORIOS CENTRO MEDICO SAN MARTIN,-31.530331,-68.59402999999998
CONSULTORIOS MEDICOS SENAR,-31.5302442,-68.53217419999999
C.P.A.  CONSULTORIO ODONTOLOGICO JAVIER SANCHEZ,-31.530187,-68.5446852
POLICONSULTORIOS CLINICA MEDICART,-31.5300833,-68.53702777777778
POLICONSULTORIOS MEDICART MEDICINA LABORAL,-31.5300278,-68.53708333333333
GERIATRICO EL RETOÑO,-31.529956,-68.518834
C.P.A.  CONSULTORIO ODONTOLOGICO MOYANO,-31.5299462,-68.52947899999998
CONSULTORIOS ODONTOLOGICOS DE SCADDING,-31.5299174,-68.5689787
C.P.A.  CONSULTORIO MEDICO VEGA VERA,-31.5298757,-68.52507279999998
C.P.A. CONSULTORIO ODONTOLOGICO GARCIA TESTA,-31.5298188,-68.58913280000002
INSTITUCION PARA REHABILITACION INCLUSION ESCOLAR Y ESTIMULACION TEMPRANA SER SERES,-31.5297778,-68.59119444444444
POLICONSULTORIOS CONSULTORIOS ODONTOLOGICOS UNIK,-31.52972,-68.52181
POLICONSULTORIOS CLINICA MEDICA CENTRADE,-31.5296944,-68.54458333333334
CLINICA MONOVALENTE CON INTER EN PROCESO DE ADECUACION RESIDENCIA MODELO CLINICA PRIVADA PSIQUIATRIA,-31.529653,-68.55334099999999
CONSULTORIOS ODONTOLOGICOS CCMI CENTRO CIRUGIA MAXILOFACIAL E IMPLANTES,-31.529623,-68.526411
SERVICIO DE KINESIOLOGIA DE CLINICA MERCEDARIO,-31.5295594,-68.53693120000003
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA CAMACHO-SANTIAGO,-31.529455,-68.58798999999999
INTERNACION DOMICILIARIA HOGAR SALUD SRL,-31.5294167,-68.51552777777778
RESIDENCIA DE ANCIANOS FLORES DE AZAHARES,-31.5293611,-68.52238888888888
CONSULTORIOS DE SALUD MENTAL Y ADICCIONES ASAD PROGRAMA CALLANA,-31.5293611,-68.56644444444444
CENTRO DE ODONTOLOGIA DIGITAL DEL BONO ODB,-31.5293056,-68.56008333333332
CONSULTORIOS CRISTAL,-31.5291216,-68.52924389999998
CLINICA MERCEDARIO CIRUGIA E INTERNACION,-31.5290833,-68.53716666666666
CENTRO DE KINESIOLOGIA Y FISIOTERAPIA SABINO INGLESE,-31.5290658,-68.521286
C.P.A. CONSULTORIO MEDICO MRAD,-31.5290114,-68.52825740000003
RESIDENCIA GERIATRICA MIRAFLORES,-31.5289444,-68.55272222222222
C.P.A.  CONSULTORIO ODONTOLOGICO GALLARDO,-31.52894,-68.58470399999999
LABORATORIO DE ANALISIS CLINCOS Y CONSULTORIO MEDICO GRECO,-31.5288929,-68.5237328
HOGAR GERIATRICO RENACER,-31.5288823,-68.52368919999998
CONSULTORIOS ODONTOLOGICOS DE FERNIGRINI,-31.528669,-68.56321200000002
CENTRO MEDICO INFANTIL CEMIN,-31.528653,-68.562659
CLINICA GUADALUPE,-31.5285833,-68.5491111111111
RESIDENCIA VALLESOL AV LIBERTADOR,-31.5285278,-68.58344444444444
CONSULTORIO ODONTOLOGICO ESPECIALIDAD ORTODONCIAS DIAZ CORREA,-31.5284444,-68.57141666666666
POLICONSULTORIOS CLINICA MEDICINE,-31.5284444,-68.57336111111111
CENTRO RADIOLOGICO GUADALUPE,-31.52828269999999,-68.54878500000001
VACUNATORIO INSERTO EN FARMACIA CUYO,-31.5282778,-68.5671111111111
"CONSULTORIOS DE MEDICINA, NUTRICION Y ODONTOLOGIA CANTONI",-31.528249,-68.572204
POLICONSULTORIOS ECODIAGNOSTICO LIBERTADOR,-31.5282222,-68.56580555555556
LABORATORIO DE ANALISIS CLINICOS CORNEJO,-31.5282222,-68.56580555555556
C.P.A. CONSULTORIO ODONTOLOGICO PINTOR RIVEROS,-31.5281667,-68.5641111111111
RESIDENCIA DE ADULTOS MAYORES FLORES,-31.5281111,-68.54594444444444
POLICONSULTORIOS CLINICA VALENCIA,-31.5280833,-68.58011111111111
LABORATORIO DE ANALISIS CLINICOS SANTA GEMMA - LIBERTADOR 3278,-31.5280804,-68.57064009999999
C.P.A. CONSULTORIO MEDICO UNIPERSONAL MARINO,-31.527861,-68.63705099999999
C.P.A.  CONSULTORIO UNIPERSONAL DE FONOAUDIOLOGIA MANZUR,-31.527622,-68.54704600000002
SERVICIO DE INTERNACION DOMICILIARIA EXPERTOS SRL,-31.5275,-68.58105555555555
SERVICIO DE EMERGENCIAS MEDICAS EMERGENCIAS,-31.5273611,-68.53391666666667
C.P.A. CONSULTORIO MEDICO O BRIEN,-31.5271868,-68.51728789999999
RESIDENCIA GERIATRICA PRIVADA EL MILAGRO,-31.526995,-62.723974999999996
SERVICIO DE TRASLADO SOCIAL DE LA COOP. DE ENERGIA ELECTRICA COLONIA SAN BARTOLOME LTDA.,-31.526933,-62.72382099999999
RESIDENCIA GERIATRICA VILLA SALUD,-31.5265,-68.5325
RESIDENCIA GERIATRICA HOGAR SANTA RITA,-31.5263056,-68.52727777777778
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA CORE REHABILITACION FISIOKINESICA,-31.5256897,-68.52689250000003
LABORATORIO DE ANALISIS CLINICOS DRES CARMONA,-31.5249166,-68.5176631
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA GARCIA,-31.5245681,-68.56598629999996
CENTRO MEDICO CONCEPCION,-31.5245361,-68.52690919999998
POLICONSULTORIOS CENTRO MEDICO AUGUSTA,-31.5241111,-68.55083333333333
POLICONSULTORIOS CONSULTORIOS MEDICOS BABSIA,-31.5240556,-68.52577777777778
INTERNACION DOMICILIARIA RED SANAR,-31.5239722,-68.57630555555555
C.P.A. CONSULTORIO ODONTOLOGICO ALDERETE,-31.5239255,-68.5164625
LABORATORIO DE ANALISIS CLINICOS RODRIGUEZ,-31.5239255,-68.5164625
C.P.A.  CONSULTORIO ODONTOLOGICO QUIROGA,-31.5237951,-68.52410299999997
RESIDENCIA GERIATRICA LA ERNESTINA SAS,-31.52355039709611,-68.52050542831421
RESIDENCIA GERIATRICA SANTA AGUEDA II,-31.5232778,-68.52097222222223
CONSULTORIOS SAN PANTALEON,-31.5226111,-68.53238888888889
CONSULTORIO DE KINESIOLOGIA STORNIOLO,-31.5220833,-68.51944444444445
CONSULTORIOS MEDICOS CLINICO Y CARDIOLOGICO CABALLERO,-31.5220546,-68.52773909999996
COMUNIDAD TERAPEUTICA MONSEÑOR VICENTE ZASPE,-31.5213602,-60.72652640000001
CONSULTORIOS MEDICOS MERCADO PECHUAN,-31.5210556,-68.54319444444444
OPTICA FORNES PASEO LIBERTAD,-31.520539,-68.5411575
C.P.A. CONSULTORIO MEDICO FERNANDEZ,-31.52028989999999,-68.5085646
POLICONSULTORIOS CENTRO MEDICO INTEGRAL,-31.5201235,-68.5551873
CENTRO MEDICO COLL,-31.5201002,-68.5689868
POLICONSULTORIOS TECNODEPIL SRL - ONE DEPIL,-31.51975,-68.57969444444444
RESIDENCIA PARA ADULTOS MAYORES JARDINES DE QUERENCIA,-31.5197222,-68.57119444444444
CENTRO EDUCATIVO TERAPEUTICO Y CENTRO DE DIA LAZOS,-31.5191807,-68.56929539999999
POLICONSULTORIOS CONSULTORIOS DE ATENCION MEDICA AMBULATORIA VALDEZ,-31.5180556,-68.55658333333334
CENTRO MEDICO DE VERDU,-31.51803979999999,-68.5289742
CENTRO EDUCATIVO TERAPEUTICO IRINA,-31.51725,-68.5231111111111
INSTITUCION EDUCATIVA DEDICADA A LA ATENCION INTEGRAL DE PERSONAS CON DISCAPACIDAD HUARPES S.R.L.,-31.515651,-68.60085300000003
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA SUAREZ ALVAREZ,-31.5153889,-68.57391666666666
POLICONSULTORIOS CLINICA GASSER,-31.5139444,-68.55297222222222
CENTRO MEDICO MARTIN FIERRO,-31.513656,-68.50966399999999
CONSULTORIO DR. EDMUNDO MARTIN IBAÑEZ,-31.512568254572223,-60.678648948669434
C.P.A.  CONSULTORIO DE KINESIOLOGIA Y NUTRICION GONZALEZ QUIROGA,-31.511712,-68.57950800000003
GERIATRICO MONSEÑOR HERMINIO BIDAL,-31.511218,-59.83207500000003
CONSULTORIOS ODONTOLOGICOS HUESO,-31.510899,-68.53945599999997
LABORATORIO DE ANALISIS CLINICOS BENAVIDEZ,-31.5108957,-68.55912799999999
"CONSULTORIOS MEDICO, ODONTOLOGICO Y LABORATORIO DE ANALISIS CLINICOS CANTONI",-31.5108274,-68.57266849999996
CLINICA SANATORIO HASENKAMP,-31.509996,-59.837334
POLICONSULTORIOS SALUD FAMILIAR,-31.509528,-68.54756900000001
POLICONSULTORIOS Y LABORATORIO DE ANALISIS CLINICOS CLINICA DR OYOLA,-31.5065556,-68.55022222222222
LABORATORIO DE ANALISIS CLINICOS MIODOWKY,-31.5065556,-68.55022222222222
CENTRO DE DIA ANDARES,-31.5053889,-68.52369444444444
CONSULTORIO KINESIOLOGICO ZAMORA,-31.504737,-68.52070659999998
C.P.A. CONSULTORIO ODONTOLOGICO RODRIGUEZ,-31.5046389,-68.52288888888889
CENTRO MEDICO ODONTOLOGICO INDEPENDENCIA,-31.503928,-68.52249899999998
"CONSULTORIOS MEDICOS, LABORATORIO DE ANALISIS CLINICOS Y DIAGNOSTICO POR IMAGEN CEMI",-31.500327,-68.532036
CONSULTORIO KINESICO MONTES DE OCA SANTAMARIA,-31.4995154,-68.53199940000002
GERIATRICO BERNARDINO MARTINEZ,-31.49426181553271,-60.73036193847656
PSICOGERIATRICO LA CASA FELIZ,-31.492899837875314,-60.73300927877426
RESIDENCIA GERIATRICA PRIVADA LAS ADELINAS,-31.491297687635186,-64.14783954620361
C.P.A. CONSULTORIO ODONTOLOGICO FERNANDEZ,-31.490267,-68.53216600000002
LABORATORIO DE ANALISIS CLINICOS LABORATORIO CUYO,-31.4885833,-68.53219444444444
C.P.A. CONSULTORIO MEDICO ALANIZ,-31.4885833,-68.53219444444444
LABORATORIO CENTRAL DE LA UNIVERSIDAD CATOLICA DE CORDOBA,-31.4864806,-64.2461275
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO RAC,-31.48339288732031,-64.22757625579834
COMPLEJO PRIVADO ARGENTINO CUBANO DE REHABILITACION VIDA SANA,-31.4822221,-64.14777570000001
LABORATORIO  DHARMA,-31.4822192,-64.1479506
SERVICIO DE PACIENTES BAJO TRATAMIENTO CRONICO PLATINUM,-31.4821365,-64.2341538
RESIDENCIA GERIATRICA PRIVADA LAS ORQUIDEAS,-31.481461,-64.18889300000001
CENTRO DE DIA PARA PERSONAS CON CAPACIDADES DIFERENTES ESPACIOS PARA CRECER,-31.480387,-64.17004800000001
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DANIEL,-31.4790802,-64.14398189999997
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO H Y P,-31.4787797,-64.21737869999998
LABORATORIO DE ANALISIS CLINICOS LUDUEÑA,-31.4785362,-64.2410932
CENTRO DE DIA DON ORIONE,-31.476621,-64.236174
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JCS,-31.4757411,-64.2202939
RESIDENCIA GERIATRICA  PRIVADA VIDA SANA,-31.4755179,-64.1478002
CENTRO APADIM CORDOBA,-31.474917,-64.20257200000003
CENTRO NEUROPSICOLOGICO INTERDISCIPLINARIO CENEIN,-31.473932,-64.23328700000002
CENTRO DE REHABILITACION Y APOYO A LA INTEGRACION ESCOLAR DESCUBRIR S.R.L,-31.472852,-64.15959800000002
CENTRO DE DIA FUNDACION DESCUBRIR,-31.47285159999999,-64.15959570000001
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO SCACCHI,-31.4708395,-64.20749360000002
CONSULTORIO ODONTOLOGICO PRIVADO,-31.4695673,-64.22377089999998
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO VIDASOL,-31.4688526,-64.22179219999998
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO EZE,-31.4666051,-64.1444497
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO M Y G FERRO,-31.4653602,-64.14526219999999
CENTRO MEDICO DIAGNUS - FUNDACION LUQUEZ,-31.4653011,-64.18941239999998
DIAGNUSLAB SUR,-31.4652912,-64.1894149
LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS DRA RUIZ,-31.4652263,-64.0965721
LABORATORIO ANALISIS CLINICOS DRA. S. TROA,-31.4643629,-60.937159199999996
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO LAS 3 D,-31.46421,-64.35866299999998
CONSULTORIO MEDICO SANCHEZ,-31.464173,-64.35877199999999
CENTRO DE SALUD MALAGUEÑO,-31.464016,-64.35763700000001
RESIDENCIA GERIATRICA PRIVADA EL REMANSO,-31.4629467,-64.2016797
RESIDENCIA GERIATRICA PRIVADA MI NUEVO HOGAR,-31.46271,-64.16179599999998
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PRINCIPITO,-31.4607519,-64.22155629999997
CENTRO MEDICO PRIVADO FIAT,-31.460461,-64.10776900000002
CENTRO DE REHABILITACION CASA SAN FRANCISCO DE ASIS,-31.45985,-64.09385900000001
LABORATORIO DE ANALISIS CLINICOS MORILLA,-31.4598154,-64.0981652
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DAR,-31.458603,-64.15783220000003
LABORATORIO CLINICA MARIA AUXILIADORA,-31.4578609,-60.9193322
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO LAZARO,-31.4576767,-64.20438660000002
LABORATORIO DE ANALISIS CLINICOS LABEC,-31.4573333,-68.4051388888889
SALA DE PRIMEROS AUXILIOS Y BASE DE AMBULANCIAS DE TECHINT,-31.457214,-68.715079
CENTRO MEDICO JOSE IGNACIO DIAZ,-31.456954,-64.134818
HOSPITAL PRIVADO UNIVERSITARIO DE CORDOBA CENTRO PERIFERICO AMBULATORIO,-31.4559134,-64.171356
LABORATORIO ANALISIS CLINICO DRA. CASO DE SIDONI,-31.45540850867937,-60.93336492776871
CENTRO UROLOGICO PRIVADO FUCDIM,-31.4553083,-64.17257339999998
RESIDENCIA GERIATRICA PRIVADA LA CASA DE LOS ABUELOS,-31.453353,-64.19461999999999
SIPCADI S.R.L - SERVICIO DE TRASLADO CRONICOS,-31.452846,-64.16878700000001
EMERGENCIAS VIDA (CALLE CASTELLI),-31.4527217,-60.92550819999997
HOLEPAM OTOÑO DE ORO,-31.4526803,-60.9217888
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO L Y K,-31.4524858,-64.20935780000002
RESIDENCIA GERIATRICA PRIVADA EL JARDIN DEL EDEN,-31.4522818,-64.17278909999999
INDOM S.A - SERVICIO DE TRASLADO,-31.451885,-64.187882
SERVICIO DE INTERNACION DOMICILIARIA INDOM,-31.4517936,-64.188353
INDOM S.A. - SERVICIO MEDICO DE EMERGENCIAS,-31.4517936,-64.188353
LABORATORIO DE ANALISIS CLINICOS VOLPINI,-31.4515881,-64.1969524
CENTRO DE REHABILITACION NEUROLOGICA NEURO ESPACIO,-31.451316,-64.17373099999998
GERIATRICO RENACER (EX MORENO),-31.4512237,-60.933144700000014
LACE LABORATORIOS,-31.4510014,-64.1767119
LABORATORIO ANALISIS CLINICOS DR. R. BONO,-31.4509153,-60.9255498
CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS B° LAS FLORES Y ALEDAÑOS,-31.450785,-64.19815900000003
CENTRO MEDICO AMBULATORIO PASEO DEL JOCKEY,-31.4506379,-64.180409
HOLEPAM TIPO B SAN FRANCISCO DE ASIS,-31.4506218,-60.923270900000034
CENTRO FUNDACION MENTES ABIERTAS A LA INTEGRACION,-31.450514,-64.16135500000001
LABORATORIO ANALISIS CLINICOS DRES. TSCHAGGENY Y WENKE,-31.4497953,-60.931685000000016
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO TRASLADOS CORDOBA,-31.44915469999999,-64.16959880000002
SWELL CENTRO MEDICO PRIVADO,-31.44894,-64.17663700000003
UNIDAD SANATORIAL APROSS-ANEXO RICHIERI,-31.4487215,-64.17676140000003
LABORATORIO DE ANALISIS CLINICOS CIPOLATTI,-31.44861269999999,-64.18141589999999
INSTITUTO MEDICO INTEGRAL,-31.448421,-68.39896099999999
LABORATORIO DE ANALISIS CLINICOS JUAREZ,-31.4484033,-64.21144579999999
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DM,-31.4480576,-64.14021209999999
LABORATORIO ANALISIS CLINICO DR. DEL NEGRO DE PERIN,-31.448018,-60.934062400000016
RESIDENCIA GERIATRICA PRIVADA POSADA DEL CERRO,-31.447867939213374,-64.16674375534058
RESIDENCIA GERIATRICA PRIVADA DOÑA CATALINA,-31.447815,-64.16988400000002
SERVICIO DE TRASLADO VIDA,-31.447801,-64.17558200000002
CLINICA AVENIDA,-31.447567036046664,-60.93555897474289
LABORATORIO ANALISIS CLINICOS DRES. CORAGLIA Y CATUREGLI,-31.44742402089478,-60.93096971511841
CENTRO MEDICO DE DIAGNOSTICO Y TRATAMIENTO,-31.4468851,-60.93138069999998
GERIATRICO VILLA PERLA,-31.4467742,-60.93595269999997
SANATORIO ESPERANZA,-31.446759,-60.92862020000001
LABORATORIO ANALISIS CLINICOS DRES. AUFRANC,-31.4466996,-60.928641200000015
ATENCION DOMICILIARIA PERLORO S.A,-31.4465287,-64.18065150000001
LABORATORIO DE ANALISIS CLINICOS TRODS,-31.446456,-60.931644000000006
CENTRO DE PSICOTERAPIA PUERTA VERDE,-31.446315,-64.18291999999997
SERVICIO DE TRASLADO DE PACIENTES CRONICOS - TRANSPORTE PRIVADO GS,-31.4459084,-64.23338460000002
POLICONSULTORIOS CLINICA RUIZ,-31.4458333,-68.51833333333333
HOGAR PARA PERSONAS CON DISCAPACIDAD LILIA T STEGMAYER,-31.445817659712358,-60.94045400619507
CENTRO DE JUBILADOS BARRIO JARDIN,-31.445748,-64.18153899999999
CENTRO MEDICO INTEGRAL C.E.M.I.,-31.4455669,-60.928303099999994
EMERGENCIAS VIDA,-31.4452656,-60.934326
GERIATRICO EL ABUELO,-31.4451818,-60.92713249999997
RESIDENCIA GERIATRICA PRIVADA PIEDRA SANTA,-31.445137,-64.20003500000001
CENTRO MEDICO SAN MARTIN,-31.4449188,-60.92911179999999
RESIDENCIA GERIATRICA LUZ Y AZUL,-31.444654,-64.169781
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO A RODAR,-31.444627,-64.207833
EMERGENCIAS BOMBEROS EMERGENCIAS MEDICAS - BEM,-31.4442551,-60.92894769999998
CENTRO DE DIA BELEN DE LA FRONTERA,-31.4438611,-68.43686111111111
LABORATORIO DE ANALISIS CLINICOS SANTA COLOMA MARINA,-31.4436702,-64.1633966
CENTRO EDUCATIVO TERAPEUTICO CASITA AMARILLA,-31.443351,-68.43996300000003
LABORATORIO ANALISIS CLINICOS DRES. PINTER DE BERTONE Y SCHLIE,-31.443007,-60.92813699999999
SERVICIO DE TRASLADO BAJO TRATAMIENTO CRONICO GUS-CAR,-31.4429436,-64.1634009
TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO GUS-CAR,-31.4429436,-64.1634009
CENTRO OFTALMOLOGICO HOSPITAL PRIVADO,-31.442738,-64.19863800000002
HOSPITAL PRIVADO UNIVERSITARIO DE CORDOBA,-31.4420503,-64.19935240000001
CENTRO MEDICO DE ONCOLOGIA Y CUIDADOS PALIATIVOS SAN PABLO,-31.4416389,-64.1787557
ATERYM - SERVICIO DE NEFROLOGIA HOSPITAL MILITAR CORDOBA,-31.4416389,-64.17875570000001
RESIDENCIA GERIATRICA PRIVADA MI DESCANSO,-31.4412494,-64.20715180000002
CENTRO OFTALMOLOGICO DE LA CLINICA VELEZ SARSFIELD,-31.4410872,-64.20698449999998
CLINICA PRIVADA VELEZ SARSFIELFD,-31.441071,-64.207988
IMAGENES MEDICAS S.R.L,-31.4410256,-64.20748420000001
LABORATORIO ANALISIS CLINICOS DR. O. FURLAN,-31.4409717,-61.256525099999976
CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS MALAGUEÑO,-31.44096637330579,-64.35516357421875
UNIDAD DE DIALISIS DEL SERVICIO DE NEFROLOGIA Y TRANSPLANTE DE LA CLINICA PRIVADA VELEZ SARSFIELD,-31.4404817,-64.20761779999998
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO YOLAND,-31.4402661,-64.22796879999999
CENTRO DE REHABILITACION SERENDIPIA PRIVADO,-31.4400192,-64.20713230000001
LABORATORIO ANALISIS CLINICOS DRA. DUTREL DE HUZINKER,-31.439850770749665,-61.262662410736084
CENTRO DE REHABILITACION DR. GANDARA S.R.L.,-31.4396785,-64.19705590000001
